Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru
Souza,BRA,MF,19.0,Tottenham,ENG-Premier League,144,1.6,0,0,0.0,0.0,1,3,0,2,1,0,0.0,0.0,0.0,100,80,38.0,57.01
Stanis Idumbo,BEL,MF,20.0,Monaco,ESP-La Liga,216,2.4,1,1,0.42,0.42,2,1,3,0,0,0,0.0,0.0,0.0,95,70,38.0,50.33
Stanislav Lobotka,SVK,MF,30.0,Napoli,ITA-Serie A,2431,27.01,1,1,0.04,0.04,4,5,16,16,3,0,0.0,0.0,0.0,90,90,48.28,78.11
Stanley N'Soki,FRA,"DF,MF",26.0,Union Berlin,GER-Bundesliga,816,9.07,1,2,0.11,0.22,1,12,9,18,2,0,0.0,0.0,0.0,90,40,34.0,31.2
Steeve Kango,FRA,DF,18.0,Lyon,FRA-Ligue 1,80,0.89,0,0,0.0,0.0,0,7,1,0,0,0,0.0,0.0,0.0,85,70,34.0,49.55
Stefan Bell,GER,DF,33.0,Mainz 05,GER-Bundesliga,1039,11.54,2,1,0.17,0.09,5,1,6,19,4,0,0.0,0.0,0.0,90,40,34.0,32.07
Stefan Ortega,GER,GK,32.0,Nottingham,ENG-Premier League,270,3.0,0,0,0.0,0.0,0,0,0,0,0,0,8.0,1.0,4.0,100,40,38.0,28.95
Stefan Posch,AUT,DF,28.0,Mainz 05,ITA-Serie A,1788,19.87,1,0,0.05,0.0,6,21,25,25,5,0,0.0,0.0,0.0,90,40,48.28,32.94
Stefan Savić,MNE,DF,34.0,Trabzonspor,TUR-Super Lig,1756,19.51,1,1,0.05,0.05,2,3,8,21,3,0,0.0,0.0,0.0,90,90,34.0,78.49
Stefan Schimmer,GER,FW,31.0,Heidenheim,GER-Bundesliga,820,9.11,5,1,0.55,0.11,12,10,4,4,1,0,0.0,0.0,0.0,90,40,34.0,31.22
Stefan de Vrij,NED,DF,33.0,Inter,ITA-Serie A,670,7.44,0,0,0.0,0.0,2,0,12,7,1,0,0.0,0.0,0.0,90,95,48.28,70.89
Stefano Denswil,SUR,DF,32.0,Kayserispor,TUR-Super Lig,2721,30.23,1,0,0.03,0.0,2,5,14,25,3,0,0.0,0.0,0.0,90,40,34.0,38.67
Stefano Moreo,ITA,"FW,MF",32.0,Pisa,ITA-Serie A,2307,25.63,7,1,0.27,0.04,20,28,11,21,2,0,0.0,0.0,0.0,90,40,48.28,34.37
Stefano Sabelli,ITA,"MF,DF",32.0,Genoa,ITA-Serie A,913,10.14,0,0,0.0,0.0,0,27,14,3,0,0,0.0,0.0,0.0,90,40,48.28,30.52
Stefano Turati,ITA,GK,23.0,Sassuolo,ITA-Serie A,532,5.91,0,0,0.0,0.0,0,0,0,1,0,0,15.0,2.0,7.0,90,40,48.28,29.47
Stefanos Tzimas,GRE,FW,19.0,Brighton,ENG-Premier League,139,1.54,1,1,0.65,0.65,1,1,1,0,0,0,0.0,0.0,0.0,100,75,38.0,53.41
Stephan El Shaarawy,ITA,"MF,FW",32.0,Roma,ITA-Serie A,666,7.4,1,2,0.14,0.27,7,16,7,6,4,0,0.0,0.0,0.0,90,75,48.28,55.95
Stephan Zagadou,FRA,DF,16.0,Le Havre,FRA-Ligue 1,495,5.5,1,0,0.18,0.0,1,0,5,1,0,1,0.0,0.0,0.0,85,40,34.0,29.94
Steve Mounié,BEN,FW,30.0,Alanyaspor,TUR-Super Lig,710,7.89,2,0,0.25,0.0,8,2,4,1,4,0,0.0,0.0,0.0,90,40,34.0,30.78
Stole Dimitrievski,MKD,GK,31.0,Valencia,ESP-La Liga,1800,20.0,0,0,0.0,0.0,0,0,0,1,1,0,52.0,5.0,25.0,95,40,38.0,34.32
Strahinja Pavlović,SRB,DF,24.0,Milan,ITA-Serie A,2869,31.88,5,1,0.16,0.03,6,15,26,20,4,0,0.0,0.0,0.0,90,80,48.28,71.85
Suat Serdar,GER,MF,28.0,Hellas Verona,ITA-Serie A,1108,12.31,2,0,0.16,0.0,7,7,20,10,3,0,0.0,0.0,0.0,90,40,48.28,31.06
Sven Botman,NED,DF,25.0,Newcastle,ENG-Premier League,1835,20.39,1,1,0.05,0.05,4,2,14,25,2,0,0.0,0.0,0.0,100,75,38.0,64.57
Sven Ulreich,GER,GK,36.0,Bayern Munich,GER-Bundesliga,90,1.0,0,0,0.0,0.0,0,0,0,0,1,0,6.0,0.0,1.0,90,100,34.0,70.88
Svit Sešlar,SVN,"MF,FW",23.0,Eyüpspor,TUR-Super Lig,555,6.17,1,1,0.16,0.16,3,8,5,6,0,0,0.0,0.0,0.0,90,40,34.0,30.18
Sávio,BRA,MF,21.0,Manchester City,ENG-Premier League,833,9.26,1,1,0.11,0.11,11,40,5,5,2,0,0.0,0.0,0.0,100,100,38.0,77.31
Séamus Coleman,IRL,DF,36.0,Everton,ENG-Premier League,21,0.23,0,0,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.07
Sékou Doucoure,FRA,DF,20.0,Nantes,FRA-Ligue 1,45,0.5,0,0,0.0,0.0,0,0,0,3,0,0,0.0,0.0,0.0,85,40,34.0,28.18
Sérigné Diop,SEN,FW,20.0,Brest,FRA-Ligue 1,12,0.13,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.05
Tadjidine Mmadi,FRA,FW,18.0,Marseille,FRA-Ligue 1,45,0.5,0,0,0.0,0.0,0,2,1,2,0,0,0.0,0.0,0.0,85,70,34.0,49.31
Taha Altıkardeş,TUR,DF,21.0,Göztepe,TUR-Super Lig,1383,15.37,1,0,0.07,0.0,3,14,13,29,0,0,0.0,0.0,0.0,90,40,34.0,33.42
Taha Emre İnce,TUR,DF,18.0,Trabzonspor,TUR-Super Lig,11,0.12,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,90,34.0,63.1
Tahsin Bülbül,TUR,MF,19.0,Samsunspor,TUR-Super Lig,84,0.93,0,0,0.0,0.0,0,2,1,1,1,0,0.0,0.0,0.0,90,40,34.0,28.33
Taichi Hara,JPN,FW,26.0,St Pauli,GER-Bundesliga,27,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.11
Taiwo Awoniyi,NGA,FW,27.0,Nottingham,ENG-Premier League,494,5.49,4,1,0.73,0.18,8,1,1,1,2,0,0.0,0.0,0.0,100,40,38.0,29.73
Tajon Buchanan,CAN,MF,26.0,Villarreal,ESP-La Liga,1819,20.21,7,1,0.35,0.05,11,33,19,22,8,0,0.0,0.0,0.0,95,75,38.0,64.47
Takefusa Kubo,JPN,MF,24.0,Real Sociedad,ESP-La Liga,1503,16.7,2,4,0.12,0.24,12,39,18,10,2,0,0.0,0.0,0.0,95,75,38.0,62.39
Takuma Asano,JPN,"MF,FW",30.0,Mallorca,ESP-La Liga,664,7.38,1,0,0.14,0.0,2,14,10,1,2,0,0.0,0.0,0.0,95,40,38.0,30.33
Takumi Minamino,JPN,MF,30.0,Monaco,FRA-Ligue 1,944,10.49,3,2,0.29,0.19,7,8,3,3,4,0,0.0,0.0,0.0,85,70,34.0,55.48
Talha Sarıarslan,TUR,FW,21.0,Kayserispor,TUR-Super Lig,164,1.82,2,2,1.1,1.1,3,0,3,1,1,0,0.0,0.0,0.0,90,40,34.0,28.64
Talha Ulvan,BEL,DF,24.0,Eyüpspor,TUR-Super Lig,1112,12.36,2,0,0.16,0.0,5,38,22,15,3,0,0.0,0.0,0.0,90,40,34.0,32.36
Talisca,BRA,"MF,FW",31.0,Fenerbahçe,TUR-Super Lig,1944,21.6,19,4,0.88,0.19,48,12,4,8,2,0,0.0,0.0,0.0,90,100,34.0,89.06
Tammy Abraham,ENG,FW,27.0,Beşiktaş,ENG-Premier League,1533,17.03,9,1,0.53,0.06,19,5,3,6,3,0,0.0,0.0,0.0,100,100,38.0,83.44
Tanguy Coulibaly,FRA,MF,24.0,Samsunspor,TUR-Super Lig,741,8.23,2,0,0.24,0.0,7,13,12,3,4,0,0.0,0.0,0.0,90,40,34.0,30.9
Tanguy Ndombele,FRA,MF,28.0,Nice,FRA-Ligue 1,275,3.06,0,1,0.0,0.33,1,1,1,1,0,0,0.0,0.0,0.0,85,40,34.0,29.08
Tanguy Nianzou,FRA,DF,23.0,Sevilla,ESP-La Liga,655,7.28,0,0,0.0,0.0,0,0,10,4,5,1,0.0,0.0,0.0,95,40,38.0,30.3
Tani Oluwaseyi,CAN,FW,25.0,Villarreal,ESP-La Liga,901,10.01,2,2,0.2,0.2,7,3,5,1,1,0,0.0,0.0,0.0,95,75,38.0,58.43
Tanner Tessmann,USA,MF,23.0,Lyon,FRA-Ligue 1,1953,21.7,1,0,0.05,0.0,8,17,21,13,2,0,0.0,0.0,0.0,85,70,34.0,62.4
Taras Stepanenko,UKR,MF,35.0,Eyüpspor,TUR-Super Lig,528,5.87,0,0,0.0,0.0,1,1,12,7,3,0,0.0,0.0,0.0,90,40,34.0,30.07
Tarik Muharemovic,BIH,DF,22.0,Sassuolo,ITA-Serie A,2835,31.5,2,2,0.06,0.06,7,2,24,45,7,0,0.0,0.0,0.0,90,40,48.28,35.83
Tariq Lamptey,GHA,MF,24.0,Fiorentina,ITA-Serie A,25,0.28,0,0,0.0,0.0,0,1,2,0,0,0,0.0,0.0,0.0,90,40,48.28,28.07
Tarkan Serbest,TUR,MF,31.0,Kocaelispor,TUR-Super Lig,239,2.66,0,0,0.0,0.0,0,0,0,3,0,0,0.0,0.0,0.0,90,40,34.0,28.94
Tarık Kalpaklı,TUR,MF,16.0,Karagümrük,TUR-Super Lig,280,3.11,0,0,0.0,0.0,1,2,4,1,1,0,0.0,0.0,0.0,90,40,34.0,29.1
Tarık Çetin,TUR,GK,28.0,Fenerbahçe,TUR-Super Lig,180,2.0,0,0,0.0,0.0,0,0,0,0,1,0,9.0,1.0,1.0,90,100,34.0,71.76
Taufik Seidu,ESP,MF,17.0,Atlético Madrid,ESP-La Liga,23,0.26,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,95,92,38.0,64.59
Tawanda Chirewa,ZIM,MF,21.0,Wolves,ENG-Premier League,27,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.09
Tay Abed,ISR,MF,21.0,Levante,ESP-La Liga,93,1.03,0,0,0.0,0.0,1,5,1,2,0,0,0.0,0.0,0.0,95,40,38.0,28.33
Tayfur Bingöl,TUR,"MF,FW",32.0,Kocaelispor,TUR-Super Lig,2121,23.57,5,2,0.21,0.08,18,22,23,15,7,0,0.0,0.0,0.0,90,40,34.0,36.32
Taylan Antalyalı,TUR,MF,30.0,Rizespor,TUR-Super Lig,1301,14.46,0,0,0.0,0.0,3,8,17,20,4,0,0.0,0.0,0.0,90,40,34.0,33.1
Taylan Aydın,TUR,DF,19.0,Kasımpaşa,TUR-Super Lig,8,0.09,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.03
Taylan Bulut,GER,DF,19.0,Beşiktaş,TUR-Super Lig,445,4.94,0,0,0.0,0.0,1,9,7,1,0,0,0.0,0.0,0.0,90,100,34.0,74.36
Tayyib Talha Sanuç,TUR,DF,25.0,Gaziantep,TUR-Super Lig,1334,14.82,0,0,0.0,0.0,1,1,14,31,4,0,0.0,0.0,0.0,90,40,34.0,33.23
Telli Siwe,FRA,DF,20.0,Auxerre,FRA-Ligue 1,315,3.5,0,0,0.0,0.0,1,0,4,5,0,0,0.0,0.0,0.0,85,40,34.0,29.24
Terem Moffi,NGA,FW,26.0,Nice,FRA-Ligue 1,488,5.42,2,0,0.37,0.0,8,0,1,0,0,0,0.0,0.0,0.0,85,40,34.0,29.91
Terry Yegbe,GHA,DF,24.0,Metz,FRA-Ligue 1,1963,21.81,0,1,0.0,0.05,2,5,7,22,3,0,0.0,0.0,0.0,85,40,34.0,35.7
Tete Morente,ESP,MF,28.0,Elche,ESP-La Liga,1788,19.87,1,1,0.05,0.05,3,75,20,14,3,0,0.0,0.0,0.0,95,40,38.0,34.27
Teun Koopmeiners,NED,"MF,DF",27.0,Juventus,ITA-Serie A,1827,20.3,0,0,0.0,0.0,7,47,13,18,5,0,0.0,0.0,0.0,90,85,48.28,70.22
Thalisson Kelven,BRA,DF,27.0,Gençlerbirliği,TUR-Super Lig,2526,28.07,2,0,0.07,0.0,6,6,26,34,7,2,0.0,0.0,0.0,90,40,34.0,37.91
Theo Bair,CAN,FW,25.0,Auxerre,FRA-Ligue 1,10,0.11,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.04
Thiago Almada,ARG,"MF,FW",24.0,Atlético Madrid,ESP-La Liga,1311,14.57,3,1,0.21,0.07,10,40,18,9,2,1,0.0,0.0,0.0,95,92,38.0,74.98
Thiago Borbas,URU,FW,23.0,Oviedo,ESP-La Liga,179,1.99,0,0,0.0,0.0,2,0,1,0,1,0,0.0,0.0,0.0,95,40,38.0,28.63
Thiago Fernández,ARG,"MF,FW",21.0,Oviedo,ESP-La Liga,817,9.08,0,4,0.0,0.44,5,27,7,5,4,0,0.0,0.0,0.0,95,40,38.0,30.87
Thiago Pinar,ESP,MF,17.0,Real Madrid,ESP-La Liga,592,6.58,0,2,0.0,0.3,2,0,4,7,2,0,0.0,0.0,0.0,95,100,38.0,75.19
Thibault De Smet,BEL,DF,27.0,Paris FC,FRA-Ligue 1,1144,12.71,0,1,0.0,0.08,0,26,11,10,6,2,0.0,0.0,0.0,85,40,34.0,32.49
Thibaut Courtois,BEL,GK,33.0,Real Madrid,ESP-La Liga,2880,32.0,0,0,0.0,0.0,0,0,1,0,1,0,70.0,13.0,28.0,95,100,38.0,95.26
Thierno Barry,FRA,FW,22.0,Everton,ENG-Premier League,1914,21.27,8,0,0.38,0.0,14,4,4,5,3,0,0.0,0.0,0.0,100,40,38.0,34.72
Thierry Correia,POR,"DF,MF",26.0,Valencia,ESP-La Liga,1392,15.47,0,2,0.0,0.13,1,42,22,18,5,0,0.0,0.0,0.0,95,40,38.0,32.89
Thijs Dallinga,NED,FW,24.0,Bologna,ITA-Serie A,811,9.01,2,2,0.22,0.22,5,5,4,1,2,0,0.0,0.0,0.0,90,40,48.28,30.24
Thilo Kehrer,GER,DF,28.0,Monaco,FRA-Ligue 1,2353,26.14,0,0,0.0,0.0,1,5,39,31,8,2,0.0,0.0,0.0,85,70,34.0,65.15
Thomas Delaine,FRA,"MF,DF",33.0,Le Havre,FRA-Ligue 1,201,2.23,0,0,0.0,0.0,0,18,0,3,1,0,0.0,0.0,0.0,85,40,34.0,28.79
Thomas Keller,GER,DF,25.0,Heidenheim,GER-Bundesliga,188,2.09,0,0,0.0,0.0,0,1,1,0,1,0,0.0,0.0,0.0,90,40,34.0,28.74
Thomas Kristensen,DEN,DF,23.0,Udinese,ITA-Serie A,2472,27.47,3,0,0.11,0.0,6,4,15,27,4,0,0.0,0.0,0.0,90,40,48.28,34.83
Thomas Lemar,FRA,MF,29.0,Girona,ESP-La Liga,1258,13.98,3,1,0.21,0.07,8,56,15,5,4,0,0.0,0.0,0.0,95,75,38.0,60.78
Thomas Meunier,BEL,DF,33.0,Lille,FRA-Ligue 1,1909,21.21,2,2,0.09,0.09,5,51,18,17,3,0,0.0,0.0,0.0,85,70,34.0,62.1
Thomas Partey,GHA,MF,32.0,Villarreal,ESP-La Liga,934,10.38,0,0,0.0,0.0,2,3,6,13,1,0,0.0,0.0,0.0,95,75,38.0,58.65
Théo De Percin,MTQ,GK,24.0,Auxerre,FRA-Ligue 1,598,6.64,0,0,0.0,0.0,0,0,0,0,0,0,15.0,1.0,9.0,85,40,34.0,30.34
Théo Le Bris,FRA,MF,22.0,Lorient,FRA-Ligue 1,1893,21.03,2,2,0.1,0.1,7,81,28,17,0,0,0.0,0.0,0.0,85,40,34.0,35.42
Tiago Djaló,POR,DF,25.0,Beşiktaş,TUR-Super Lig,1464,16.27,2,0,0.12,0.0,3,0,16,27,4,0,0.0,0.0,0.0,90,100,34.0,84.36
Tiago Gabriel,POR,DF,20.0,Lecce,ITA-Serie A,3219,35.77,2,0,0.06,0.0,4,2,40,46,7,0,0.0,0.0,0.0,90,40,48.28,36.89
Tiago Gouveia,POR,MF,24.0,Nice,FRA-Ligue 1,532,5.91,0,0,0.0,0.0,4,4,3,9,3,0,0.0,0.0,0.0,85,40,34.0,30.09
Tiago Santos,POR,DF,23.0,Lille,FRA-Ligue 1,709,7.88,0,0,0.0,0.0,0,32,8,5,0,0,0.0,0.0,0.0,85,70,34.0,53.87
Tiago Tomás,POR,"MF,FW",23.0,Stuttgart,GER-Bundesliga,1020,11.33,5,3,0.44,0.26,10,12,8,5,4,0,0.0,0.0,0.0,90,75,34.0,60.0
Tiago Çukur,TUR,"FW,MF",22.0,Karagümrük,TUR-Super Lig,1543,17.14,2,3,0.12,0.18,10,20,6,3,3,0,0.0,0.0,0.0,90,40,34.0,34.05
Tibet Durakçay,TUR,FW,19.0,Göztepe,TUR-Super Lig,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.0
Tidiam Gomis,FRA,FW,18.0,RB Leipzig,GER-Bundesliga,348,3.87,1,0,0.26,0.0,3,6,2,0,1,0,0.0,0.0,0.0,90,90,34.0,66.07
Tidiane Devernois,FRA,MF,17.0,Auxerre,FRA-Ligue 1,10,0.11,0,0,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.04
Tijjani Noslin,NED,FW,26.0,Lazio,ITA-Serie A,1148,12.76,4,2,0.31,0.16,13,10,6,3,6,1,0.0,0.0,0.0,90,75,48.28,58.45
Tijjani Reijnders,NED,MF,27.0,Manchester City,ENG-Premier League,1631,18.12,5,2,0.28,0.11,16,43,4,11,2,0,0.0,0.0,0.0,100,100,38.0,84.31
Tim Iroegbunam,ENG,MF,22.0,Everton,ENG-Premier League,1487,16.52,0,2,0.0,0.12,1,3,44,22,9,0,0.0,0.0,0.0,100,40,38.0,33.22
Tim Jabol-Folcarelli,FRA,MF,25.0,Trabzonspor,TUR-Super Lig,2327,25.86,0,3,0.0,0.12,1,2,35,27,4,0,0.0,0.0,0.0,90,90,34.0,83.54
Tim Kleindienst,GER,FW,29.0,Gladbach,GER-Bundesliga,7,0.08,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,90,40,34.0,28.03
Tim Lemperle,GER,FW,23.0,Hoffenheim,GER-Bundesliga,1944,21.6,8,2,0.37,0.09,21,27,16,6,3,1,0.0,0.0,0.0,90,40,34.0,35.62
Tim Oermann,GER,DF,21.0,Leverkusen,GER-Bundesliga,18,0.2,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,90,85,34.0,59.65
Tim Schnitzer,GER,MF,17.0,Augsburg,GER-Bundesliga,6,0.07,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.02
Tim Siersleben,GER,DF,25.0,Heidenheim,GER-Bundesliga,1081,12.01,0,0,0.0,0.0,3,13,16,21,2,0,0.0,0.0,0.0,90,40,34.0,32.24
Tim Skarke,GER,"MF,FW",28.0,Union Berlin,GER-Bundesliga,623,6.92,1,1,0.14,0.14,5,13,4,1,0,0,0.0,0.0,0.0,90,40,34.0,30.44
Timo Hübers,GER,DF,29.0,Köln,GER-Bundesliga,675,7.5,0,0,0.0,0.0,0,1,9,10,0,0,0.0,0.0,0.0,90,40,34.0,30.65
Timo Werner,GER,"FW,MF",29.0,RB Leipzig,GER-Bundesliga,14,0.16,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,90,90,34.0,63.13
Timothee Pembele,FRA,"MF,DF",22.0,Le Havre,FRA-Ligue 1,381,4.23,0,0,0.0,0.0,2,6,5,3,1,0,0.0,0.0,0.0,85,40,34.0,29.49
Timothy Castagne,BEL,"DF,MF",29.0,Fulham,ENG-Premier League,1845,20.5,0,0,0.0,0.0,6,48,24,28,4,0,0.0,0.0,0.0,100,40,38.0,34.47
Timothy Chandler,USA,"DF,MF",35.0,Frankfurt,GER-Bundesliga,11,0.12,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,75,34.0,52.58
Timothy Weah,USA,"MF,DF",25.0,Marseille,FRA-Ligue 1,2253,25.03,2,2,0.08,0.08,10,62,35,15,5,0,0.0,0.0,0.0,85,70,34.0,64.46
Timothée Kolodziejczak,FRA,DF,33.0,Paris FC,FRA-Ligue 1,662,7.36,0,0,0.0,0.0,1,0,6,7,2,0,0.0,0.0,0.0,85,40,34.0,30.6
Tino Livramento,ENG,DF,22.0,Newcastle,ENG-Premier League,1328,14.76,0,1,0.0,0.07,0,36,14,2,1,0,0.0,0.0,0.0,100,75,38.0,61.24
Tjaš Begić,SVN,MF,22.0,Parma,ITA-Serie A,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.0
Tobias Slotsager,DEN,DF,19.0,Hellas Verona,ITA-Serie A,446,4.96,0,0,0.0,0.0,1,2,7,3,0,0,0.0,0.0,0.0,90,40,48.28,29.23
Tobias Weigel,GER,FW,18.0,Heidenheim,GER-Bundesliga,2,0.02,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.01
Tochukwu Nnadi,NGA,"MF,DF",22.0,Marseille,FRA-Ligue 1,351,3.9,0,1,0.0,0.26,1,6,3,3,1,0,0.0,0.0,0.0,85,70,34.0,51.41
Tolu Arokodare,NGA,FW,24.0,Wolves,ENG-Premier League,1419,15.77,3,1,0.19,0.06,16,0,4,5,1,0,0.0,0.0,0.0,100,40,38.0,32.98
Tom Bischof,GER,"DF,MF",20.0,Bayern Munich,GER-Bundesliga,1302,14.47,3,3,0.21,0.21,9,26,18,15,2,0,0.0,0.0,0.0,90,100,34.0,82.77
Tom Cairney,SCO,MF,34.0,Fulham,ENG-Premier League,775,8.61,2,0,0.23,0.0,2,6,4,4,3,0,0.0,0.0,0.0,100,40,38.0,30.72
Tom Dele-Bashiru,NGA,MF,25.0,Gençlerbirliği,TUR-Super Lig,2360,26.22,0,1,0.0,0.04,3,1,25,22,1,0,0.0,0.0,0.0,90,40,34.0,37.25
Tom Edozie,ENG,MF,19.0,Wolves,ENG-Premier League,14,0.16,1,0,6.25,0.0,1,0,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.05
Tom Krauß,GER,"MF,DF",24.0,Köln,GER-Bundesliga,1780,19.78,0,2,0.0,0.1,2,14,43,26,4,0,0.0,0.0,0.0,90,40,34.0,34.98
Tom Louchet,FRA,MF,22.0,Nice,FRA-Ligue 1,1367,15.19,3,2,0.2,0.13,6,51,17,9,1,1,0.0,0.0,0.0,85,40,34.0,33.36
Tom Rothe,GER,"MF,DF",20.0,Union Berlin,GER-Bundesliga,1029,11.43,2,0,0.17,0.0,5,35,15,21,1,1,0.0,0.0,0.0,90,40,34.0,32.03
Tom Watson,ENG,MF,19.0,Brighton,ENG-Premier League,62,0.69,0,0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,100,75,38.0,52.91
Toma Bašić,CRO,MF,28.0,Lazio,ITA-Serie A,1735,19.28,2,3,0.1,0.16,12,48,16,9,0,1,0.0,0.0,0.0,90,75,48.28,61.49
Tomas Marques,ESP,MF,18.0,Barcelona,ESP-La Liga,11,0.12,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,100,38.0,70.09
Tommaso Baldanzi,ITA,MF,22.0,Genoa,ITA-Serie A,785,8.72,1,2,0.11,0.23,7,16,7,6,2,0,0.0,0.0,0.0,90,40,48.28,30.17
Tommaso Barbieri,ITA,MF,22.0,Cremonese,ITA-Serie A,1707,18.97,0,1,0.0,0.05,2,78,26,14,8,0,0.0,0.0,0.0,90,40,48.28,32.71
Tommaso Macchioni,ITA,DF,19.0,Sassuolo,ITA-Serie A,90,1.0,0,0,0.0,0.0,0,0,0,2,1,0,0.0,0.0,0.0,90,40,48.28,28.25
Tommaso Pobega,ITA,MF,26.0,Bologna,ITA-Serie A,1434,15.93,3,1,0.19,0.06,10,2,19,19,2,1,0.0,0.0,0.0,90,40,48.28,31.96
Tomoya Ando,JPN,DF,26.0,St Pauli,GER-Bundesliga,1260,14.0,0,1,0.0,0.07,2,6,23,14,3,0,0.0,0.0,0.0,90,40,34.0,32.94
Tomás Esteves,POR,"DF,MF",23.0,Pisa,ITA-Serie A,14,0.16,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.04
Tomáš Souček,CZE,MF,30.0,West Ham,ENG-Premier League,2200,24.44,5,0,0.2,0.0,14,14,23,16,3,1,0.0,0.0,0.0,100,40,38.0,35.72
Tomáš Suslov,SVK,FW,23.0,Hellas Verona,ITA-Serie A,446,4.96,0,0,0.0,0.0,4,21,6,1,1,1,0.0,0.0,0.0,90,40,48.28,29.23
Tomáš Čvančara,CZE,FW,24.0,Antalyaspor,TUR-Super Lig,525,5.83,1,0,0.17,0.0,6,4,2,0,1,0,0.0,0.0,0.0,90,40,34.0,30.06
Toni Borevkovic,CRO,DF,28.0,Samsunspor,TUR-Super Lig,1139,12.66,1,0,0.08,0.0,1,0,11,16,2,0,0.0,0.0,0.0,90,40,34.0,32.47
Toni Fernández,ESP,FW,17.0,Barcelona,ESP-La Liga,45,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,100,38.0,70.39
Toni Lato,ESP,"DF,MF",27.0,Mallorca,ESP-La Liga,583,6.48,0,1,0.0,0.15,0,26,8,6,3,0,0.0,0.0,0.0,95,40,38.0,30.05
Toni Martínez,ESP,FW,28.0,Alavés,ESP-La Liga,2714,30.16,14,3,0.46,0.1,36,14,15,4,2,0,0.0,0.0,0.0,95,40,38.0,37.52
Torbjørn Heggem,NOR,DF,26.0,Bologna,ITA-Serie A,2113,23.48,0,0,0.0,0.0,2,1,19,25,0,1,0.0,0.0,0.0,90,40,48.28,33.84
Tosin Adarabioyo,ENG,DF,27.0,Chelsea,ENG-Premier League,795,8.83,0,0,0.0,0.0,0,0,6,9,2,0,0.0,0.0,0.0,100,80,38.0,61.58
Tosin Aiyegun,BEN,"FW,MF",27.0,Lorient,FRA-Ligue 1,1073,11.92,5,0,0.42,0.0,12,6,5,1,1,0,0.0,0.0,0.0,85,40,34.0,32.21
Toti Gomes,POR,DF,26.0,Wolves,ENG-Premier League,1424,15.82,0,0,0.0,0.0,2,11,11,13,2,1,0.0,0.0,0.0,100,40,38.0,33.0
Trai Hume,NIR,"DF,MF",23.0,Sunderland,ENG-Premier League,3036,33.73,2,1,0.06,0.03,7,88,46,25,9,0,0.0,0.0,0.0,100,40,38.0,38.65
Trent Alexander-Arnold,ENG,DF,26.0,Real Madrid,ESP-La Liga,1163,12.92,0,4,0.0,0.31,2,126,10,13,4,0,0.0,0.0,0.0,95,100,38.0,80.2
Trevoh Chalobah,ENG,DF,26.0,Chelsea,ENG-Premier League,2783,30.92,3,0,0.1,0.0,5,5,22,37,3,1,0.0,0.0,0.0,100,80,38.0,75.53
Trey Nyoni,ENG,MF,18.0,Liverpool,ENG-Premier League,24,0.27,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,95,38.0,66.7
Tuomas Ollila,FIN,DF,25.0,Paris FC,FRA-Ligue 1,308,3.42,0,0,0.0,0.0,1,9,1,4,0,0,0.0,0.0,0.0,85,40,34.0,29.21
Tuğbey Akgün,TUR,MF,22.0,Karagümrük,TUR-Super Lig,5,0.06,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.02
