player,nation,pos,team,age,league,playing time_min,performance_gls,performance_ast,performance_crdy,performance_crdr,performance_tklw,performance_int,performance_crs,standard_sot,performance_saves,performance_ga,performance_cs
Reece James,eng ENG,"DF,MF",Chelsea,25,ENG-Premier League,1963,2,4,4,0,33,32,126,7,,,
Vitaly Janelt,de GER,MF,Brentford,27,ENG-Premier League,1443,1,4,8,0,17,27,61,3,,,
Mathias Jensen,dk DEN,MF,Brentford,29,ENG-Premier League,2247,3,1,3,0,23,21,124,8,,,
Gabriel Jesus,br BRA,FW,Arsenal,28,ENG-Premier League,429,3,0,3,0,0,2,0,12,,,
Igor Jesus,br BRA,FW,Nottingham,24,ENG-Premier League,2298,6,4,2,0,16,2,10,21,,,
Álex Jiménez,es ESP,"DF,MF",Bournemouth,20,ENG-Premier League,2317,1,0,10,0,45,27,51,4,,,
Raúl Jiménez,mx MEX,FW,Fulham,34,ENG-Premier League,2189,9,3,5,0,20,7,7,18,,,
Jamaldeen Jimoh,eng ENG,MF,Aston Villa,18,ENG-Premier League,9,0,0,0,0,0,0,0,0,,,
João Pedro,br BRA,"FW,MF",Chelsea,23,ENG-Premier League,2661,15,5,5,0,17,6,18,28,,,
Joelinton,br BRA,MF,Newcastle,28,ENG-Premier League,1951,2,1,10,0,23,28,11,11,,,
John,br BRA,GK,Nottingham,29,ENG-Premier League,437,0,0,1,0,0,0,0,0,6,8,1
Brennan Johnson,wls WAL,"MF,FW",Tottenham,24,ENG-Premier League,610,2,0,2,0,9,2,23,2,,,
Brennan Johnson,wls WAL,"MF,FW",Crystal Palace,24,ENG-Premier League,1112,0,1,4,0,7,2,45,3,,,
Sam Johnstone,eng ENG,GK,Wolves,32,ENG-Premier League,1080,0,0,0,0,1,0,0,0,39,24,0
Curtis Jones,eng ENG,"MF,DF",Liverpool,24,ENG-Premier League,1937,1,2,2,0,23,18,16,7,,,
Eli Junior Kroupi,fr FRA,"MF,FW",Bournemouth,19,ENG-Premier League,1672,13,0,5,0,6,9,10,22,,,
Hamed Junior Traorè,ci CIV,MF,Bournemouth,25,ENG-Premier League,17,0,1,0,0,0,0,1,0,,,
James Justin,eng ENG,"DF,MF",Leeds United,27,ENG-Premier League,1901,2,1,4,0,38,26,38,6,,,
Filip Jørgensen,dk DEN,GK,Chelsea,23,ENG-Premier League,379,0,0,0,0,0,1,0,0,8,5,0
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25,ENG-Premier League,3133,1,0,6,0,39,25,109,13,,,
Saša Kalajdžić,at AUT,"FW,MF",Wolves,28,ENG-Premier League,15,0,0,0,0,0,1,0,0,,,
Arnaud Kalimuendo,fr FRA,FW,Nottingham,23,ENG-Premier League,96,0,0,0,0,1,0,2,1,,,
Daichi Kamada,jp JPN,MF,Crystal Palace,28,ENG-Premier League,1902,0,0,3,0,35,14,42,4,,,
Boubacar Kamara,fr FRA,MF,Aston Villa,25,ENG-Premier League,1411,1,3,5,0,16,15,2,4,,,
Mohamadou Kanté,fr FRA,MF,West Ham,19,ENG-Premier League,75,0,0,2,0,4,0,0,0,,,
Michael Kayode,it ITA,DF,Brentford,21,ENG-Premier League,3258,1,1,8,0,47,39,56,3,,,
Michael Keane,eng ENG,DF,Everton,32,ENG-Premier League,2591,3,1,1,1,24,37,1,7,,,
Caoimhín Kelleher,ie IRL,GK,Brentford,26,ENG-Premier League,3330,0,0,1,0,0,1,0,0,105,49,10
Milos Kerkez,hu HUN,DF,Liverpool,21,ENG-Premier League,2257,2,1,4,0,26,15,79,2,,,
Kevin,br BRA,MF,Fulham,22,ENG-Premier League,1041,1,1,1,0,10,9,43,10,,,
Abdukodir Khusanov,uz UZB,DF,Manchester City,21,ENG-Premier League,1432,0,0,2,0,20,29,3,1,,,
Max Kilman,eng ENG,DF,West Ham,28,ENG-Premier League,1561,0,0,4,0,8,6,2,1,,,
Joshua King,eng ENG,MF,Fulham,18,ENG-Premier League,1308,1,2,4,0,12,3,12,11,,,
Antonín Kinský,cz CZE,GK,Tottenham,22,ENG-Premier League,630,0,0,1,0,0,0,0,0,10,7,2
Justin Kluivert,nl NED,MF,Bournemouth,26,ENG-Premier League,952,2,0,5,0,7,4,40,4,,,
Joe Knight,eng ENG,MF,Brighton,19,ENG-Premier League,1,0,0,0,0,0,0,0,0,,,
Randal Kolo Muani,fr FRA,"FW,MF",Tottenham,26,ENG-Premier League,1664,1,1,3,0,16,2,18,4,,,
Ibrahima Konaté,fr FRA,DF,Liverpool,26,ENG-Premier League,3090,1,0,7,0,31,28,3,4,,,
Ezri Konsa,eng ENG,DF,Aston Villa,27,ENG-Premier League,3035,0,0,0,1,8,22,5,2,,,
Charalampos Kostoulas,gr GRE,FW,Brighton,18,ENG-Premier League,369,2,1,2,0,6,1,6,8,,,
Mateo Kovačić,hr CRO,MF,Manchester City,31,ENG-Premier League,130,0,1,0,0,1,2,0,0,,,
Emil Krafth,se SWE,DF,Newcastle,30,ENG-Premier League,45,0,0,0,0,0,0,1,0,,,
Ladislav Krejčí,cz CZE,"DF,MF",Wolves,26,ENG-Premier League,2356,2,1,5,1,21,32,17,10,,,
Mohammed Kudus,gh GHA,"MF,FW",Tottenham,24,ENG-Premier League,1535,2,5,3,0,17,3,122,9,,,
Jonah Kusi-Asare,se SWE,FW,Fulham,18,ENG-Premier League,55,0,0,1,0,1,0,0,0,,,
Shea Lacey,eng ENG,FW,Manchester Utd,18,ENG-Premier League,43,0,0,0,0,0,0,0,1,,,
Maxence Lacroix,fr FRA,DF,Crystal Palace,25,ENG-Premier League,3085,1,2,4,1,38,45,5,7,,,
Senne Lammens,be BEL,GK,Manchester Utd,23,ENG-Premier League,2880,0,0,0,0,1,0,0,0,78,39,8
Jamaal Lascelles,eng ENG,DF,Newcastle,31,ENG-Premier League,21,0,0,0,0,0,0,0,0,,,
Josh Laurent,eng ENG,"DF,MF",Burnley,30,ENG-Premier League,1764,1,0,7,1,25,28,14,4,,,
Roméo Lavia,be BEL,MF,Chelsea,21,ENG-Premier League,382,0,0,0,0,7,5,1,0,,,
Enzo Le Fée,fr FRA,"MF,FW",Sunderland,25,ENG-Premier League,2930,5,6,5,0,56,28,98,12,,,
Bernd Leno,de GER,GK,Fulham,33,ENG-Premier League,3420,0,0,3,0,1,1,0,0,98,51,9
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,30,ENG-Premier League,1733,0,2,7,0,18,25,12,7,,,
Rico Lewis,eng ENG,DF,Manchester City,20,ENG-Premier League,407,0,1,2,0,4,7,2,0,,,
Keane Lewis-Potter,eng ENG,"DF,MF",Brentford,24,ENG-Premier League,1972,3,3,1,0,14,10,69,9,,,
Myles Lewis-Skelly,eng ENG,"MF,DF",Arsenal,18,ENG-Premier League,709,0,0,3,0,5,5,0,0,,,
Matthijs de Ligt,nl NED,DF,Manchester Utd,25,ENG-Premier League,1170,1,0,0,0,13,11,4,3,,,
Pedro Lima,br BRA,MF,Wolves,19,ENG-Premier League,260,0,0,0,0,5,4,10,1,,,
Victor Lindelöf,se SWE,"DF,MF",Aston Villa,31,ENG-Premier League,948,0,1,0,0,3,8,0,0,,,
Tino Livramento,eng ENG,DF,Newcastle,22,ENG-Premier League,1328,0,1,1,0,14,2,36,0,,,
Sean Longstaff,eng ENG,MF,Leeds United,27,ENG-Premier League,1011,2,2,2,0,24,12,54,4,,,
Fer López,es ESP,MF,Wolves,21,ENG-Premier League,235,0,1,1,0,1,0,4,1,,,
Lucas,br BRA,"MF,DF",Burnley,24,ENG-Premier League,1409,0,0,1,1,22,19,56,4,,,
Lorenzo Lucca,it ITA,FW,Nottingham,24,ENG-Premier League,129,1,0,0,0,0,1,0,1,,,
Florentino Luís,pt POR,MF,Burnley,25,ENG-Premier League,2105,0,2,6,0,49,40,11,2,,,
Douglas Luiz,br BRA,MF,Aston Villa,27,ENG-Premier League,604,1,0,1,0,11,7,28,4,,,
Douglas Luiz,br BRA,MF,Nottingham,27,ENG-Premier League,315,0,0,2,0,3,7,15,1,,,
Saša Lukić,rs SRB,MF,Fulham,28,ENG-Premier League,1734,1,2,9,0,28,16,68,6,,,
Ian Maatsen,nl NED,DF,Aston Villa,23,ENG-Premier League,1605,0,1,2,0,31,18,54,5,,,
Alexis Mac Allister,ar ARG,MF,Liverpool,26,ENG-Premier League,2658,2,4,7,0,27,18,20,12,,,
James Maddison,eng ENG,"FW,MF",Tottenham,28,ENG-Premier League,37,0,0,0,0,1,0,6,0,,,
Noni Madueke,eng ENG,"FW,MF",Arsenal,23,ENG-Premier League,1211,3,1,0,0,10,5,80,9,,,
Gabriel Magalhães,br BRA,DF,Arsenal,27,ENG-Premier League,2751,3,4,4,0,20,22,6,7,,,
Soungoutou Magassa,fr FRA,MF,West Ham,21,ENG-Premier League,981,1,0,4,0,23,17,9,2,,,
Harry Maguire,eng ENG,DF,Manchester Utd,32,ENG-Premier League,1653,1,2,3,1,17,12,4,4,,,
Kobbie Mainoo,eng ENG,MF,Manchester Utd,20,ENG-Premier League,1662,1,2,2,0,20,19,13,3,,,
Tyrell Malacia,nl NED,DF,Manchester Utd,25,ENG-Premier League,18,0,0,0,0,1,0,0,0,,,
Donyell Malen,nl NED,"FW,MF",Aston Villa,26,ENG-Premier League,656,4,1,0,0,2,0,7,9,,,
Giorgi Mamardashvili,ge GEO,GK,Liverpool,24,ENG-Premier League,867,0,0,0,0,1,1,0,0,33,18,2
Reinildo Mandava,mz MOZ,DF,Sunderland,31,ENG-Premier League,1966,0,1,7,1,23,29,23,0,,,
Mateus Mane,pt POR,MF,Wolves,17,ENG-Premier League,1795,3,1,0,0,13,5,94,17,,,
Bendito Mantato,eng ENG,MF,Manchester Utd,17,ENG-Premier League,16,0,0,0,0,0,0,1,0,,,
Solly March,eng ENG,MF,Brighton,31,ENG-Premier League,41,0,0,0,0,2,0,4,1,,,
Omar Marmoush,eg EGY,"FW,MF",Manchester City,26,ENG-Premier League,700,3,3,3,0,8,2,12,9,,,
Callum Marshall,nir NIR,FW,West Ham,20,ENG-Premier League,60,0,0,0,0,0,2,0,0,,,
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,24,ENG-Premier League,1081,1,4,3,0,8,1,37,13,,,
Emiliano Martínez,ar ARG,GK,Aston Villa,32,ENG-Premier League,2835,0,1,2,0,0,0,0,0,95,39,8
Lisandro Martínez,ar ARG,DF,Manchester Utd,27,ENG-Premier League,1233,0,0,0,1,11,12,2,0,,,
Arthur Masuaku,cd COD,DF,Sunderland,31,ENG-Premier League,126,0,0,1,0,2,2,8,0,,,
Pape Matar Sarr,sn SEN,MF,Tottenham,22,ENG-Premier League,1398,2,4,3,0,21,14,8,6,,,
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,28,ENG-Premier League,2218,12,0,2,0,4,6,11,32,,,
Konstantinos Mavropanos,gr GRE,DF,West Ham,27,ENG-Premier League,2534,3,0,2,0,24,47,4,8,,,
Eliezer Mayenda,es ESP,"FW,MF",Sunderland,20,ENG-Premier League,759,2,0,0,0,3,1,1,6,,,
Ezra Mayers,bb BRB,DF,West Ham,18,ENG-Premier League,117,0,0,0,0,0,1,3,0,,,
Noussair Mazraoui,ma MAR,"DF,MF",Manchester Utd,27,ENG-Premier League,985,0,0,3,0,15,11,13,0,,,
Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,25,ENG-Premier League,2609,11,3,4,0,11,7,105,32,,,
James Mcatee,eng ENG,MF,Nottingham,22,ENG-Premier League,298,0,1,1,0,4,3,9,0,,,
John McGinn,sct SCO,MF,Aston Villa,30,ENG-Premier League,2137,5,4,5,0,17,12,82,12,,,
Dwight McNeil,eng ENG,MF,Everton,25,ENG-Premier League,1168,0,1,1,0,16,10,40,5,,,
Hannibal Mejbri,tn TUN,MF,Burnley,22,ENG-Premier League,1229,1,4,10,0,17,7,30,5,,,
Mikel Merino,es ESP,"MF,FW",Arsenal,29,ENG-Premier League,1036,4,3,1,0,13,9,4,8,,,
Shumaira Mheuka,eng ENG,FW,Chelsea,17,ENG-Premier League,2,0,0,0,0,0,0,0,0,,,
Antoni Milambo,nl NED,MF,Brentford,20,ENG-Premier League,45,0,0,0,0,1,0,0,0,,,
Nikola Milenković,rs SRB,DF,Nottingham,27,ENG-Premier League,3375,0,0,6,0,19,29,2,1,,,
Lewis Miley,eng ENG,"MF,DF",Newcastle,19,ENG-Premier League,1496,1,4,0,0,18,20,42,4,,,
James Milner,eng ENG,MF,Brighton,39,ENG-Premier League,784,1,1,2,0,9,5,14,2,,,
Veljko Milosavljević,rs SRB,DF,Bournemouth,18,ENG-Premier League,368,0,0,0,0,4,4,0,0,,,
Tyrone Mings,eng ENG,DF,Aston Villa,32,ENG-Premier League,1324,0,0,1,0,2,11,4,1,,,
Yankuba Minteh,gm GAM,MF,Brighton,21,ENG-Premier League,2391,3,4,3,0,37,15,159,11,,,
Tyrick Mitchell,eng ENG,MF,Crystal Palace,25,ENG-Premier League,3251,1,2,6,0,65,33,104,7,,,
Kaoru Mitoma,jp JPN,"MF,FW",Brighton,28,ENG-Premier League,1721,3,1,5,0,12,8,46,13,,,
Morato,br BRA,DF,Nottingham,24,ENG-Premier League,1345,1,0,5,0,18,11,2,2,,,
Cristhian Mosquera,es ESP,DF,Arsenal,21,ENG-Premier League,994,0,0,4,0,21,8,3,0,,,
Yerson Mosquera,co COL,DF,Wolves,24,ENG-Premier League,2136,0,0,12,0,36,25,18,6,,,
Mason Mount,eng ENG,MF,Manchester Utd,26,ENG-Premier League,1017,3,0,2,0,13,9,22,5,,,
Divine Mukasa,eng ENG,MF,Manchester City,17,ENG-Premier League,27,0,0,0,0,0,0,0,0,,,
Nordi Mukiele,fr FRA,DF,Sunderland,27,ENG-Premier League,2784,3,3,5,0,45,37,85,4,,,
Romaine Mundle,eng ENG,MF,Sunderland,22,ENG-Premier League,411,0,0,1,0,4,1,11,2,,,
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,29,ENG-Premier League,875,1,1,2,0,13,5,14,6,,,
Rodrigo Muniz,br BRA,FW,Fulham,24,ENG-Premier League,1000,1,1,2,0,3,2,2,5,,,
Daniel Muñoz,co COL,MF,Crystal Palace,29,ENG-Premier League,2399,4,3,7,0,48,24,62,12,,,
Murillo,br BRA,DF,Nottingham,23,ENG-Premier League,2130,1,0,5,0,23,29,2,4,,,
Alex Murphy,ie IRL,DF,Newcastle,21,ENG-Premier League,9,0,0,0,0,0,1,0,0,,,
Jacob Murphy,eng ENG,"FW,MF",Newcastle,30,ENG-Premier League,1617,3,2,2,0,12,6,125,13,,,
Vitaliy Mykolenko,ua UKR,DF,Everton,26,ENG-Premier League,2958,0,1,6,0,25,27,93,2,,,
David Møller Wolfe,no NOR,"MF,DF",Wolves,23,ENG-Premier League,1049,0,2,1,0,5,7,32,0,,,
Iliman Ndiaye,sn SEN,MF,Everton,25,ENG-Premier League,2778,6,3,2,0,40,17,55,22,,,
Dan Ndoye,ch SUI,MF,Nottingham,24,ENG-Premier League,1173,1,1,1,0,11,10,41,4,,,
Sean Neave,eng ENG,FW,Newcastle,18,ENG-Premier League,14,0,0,0,0,0,0,0,0,,,
Dan Neil,eng ENG,MF,Sunderland,23,ENG-Premier League,14,0,0,0,0,0,1,0,0,,,
Reiss Nelson,eng ENG,"FW,MF",Brentford,25,ENG-Premier League,126,0,1,0,0,3,0,2,1,,,
Pedro Neto,pt POR,"MF,FW",Chelsea,25,ENG-Premier League,2631,5,6,4,1,11,6,184,13,,,
Luca Netz,de GER,"DF,MF",Nottingham,22,ENG-Premier League,357,0,0,0,0,8,1,2,0,,,
Rio Ngumoha,eng ENG,MF,Liverpool,16,ENG-Premier League,560,2,1,0,0,2,3,22,6,,,
Eddie Nketiah,eng ENG,MF,Crystal Palace,26,ENG-Premier League,424,2,0,2,0,6,2,0,6,,,
Lukas Nmecha,de GER,FW,Leeds United,26,ENG-Premier League,1083,6,1,0,0,7,3,10,16,,,
Matheus Nunes,pt POR,DF,Manchester City,26,ENG-Premier League,2862,1,5,5,0,41,29,67,2,,,
Ethan Nwaneri,eng ENG,MF,Arsenal,18,ENG-Premier League,171,0,0,0,0,0,0,2,0,,,
Trey Nyoni,eng ENG,MF,Liverpool,18,ENG-Premier League,24,0,0,0,0,0,0,0,0,,,
Christian Nørgaard,dk DEN,MF,Arsenal,31,ENG-Premier League,106,0,0,0,0,2,1,1,1,,,
Jake O'Brien,ie IRL,DF,Everton,24,ENG-Premier League,3120,1,1,6,1,32,13,49,6,,,
Luke O'Nien,eng ENG,DF,Sunderland,30,ENG-Premier League,569,0,1,1,1,6,6,7,1,,,
Nico O'Reilly,eng ENG,"DF,MF",Manchester City,20,ENG-Premier League,2646,5,3,5,0,36,20,38,15,,,
Matt O'Riley,dk DEN,MF,Brighton,24,ENG-Premier League,204,1,0,0,0,2,0,6,2,,,
Wilson Odobert,fr FRA,"MF,FW",Tottenham,20,ENG-Premier League,985,0,2,0,0,8,0,28,8,,,
Noah Okafor,ch SUI,"FW,MF",Leeds United,25,ENG-Premier League,1561,8,1,3,0,15,12,36,15,,,
Callum Olusesi,eng ENG,MF,Tottenham,18,ENG-Premier League,15,0,0,0,0,0,0,0,0,,,
Amadou Onana,be BEL,MF,Aston Villa,23,ENG-Premier League,1758,2,0,3,0,30,19,0,7,,,
Frank Onyeka,ng NGA,MF,Brentford,27,ENG-Premier League,92,0,1,0,0,0,0,0,0,,,
Nehemiah Oriola,eng ENG,MF,Brighton,18,ENG-Premier League,1,0,0,0,0,0,0,0,0,,,
Stefan Ortega,de GER,GK,Nottingham,32,ENG-Premier League,270,0,0,0,0,0,0,0,0,8,4,1
William Osula,dk DEN,FW,Newcastle,21,ENG-Premier League,819,7,0,0,0,5,1,3,12,,,
Dango Ouattara,bf BFA,MF,Brentford,23,ENG-Premier League,2276,7,3,5,0,14,24,107,20,,,
Pablo,br BRA,"MF,FW",West Ham,21,ENG-Premier League,823,0,1,0,0,14,5,5,3,,,
João Palhinha,pt POR,MF,Tottenham,30,ENG-Premier League,2198,5,2,8,0,61,28,4,9,,,
Cole Palmer,eng ENG,MF,Chelsea,23,ENG-Premier League,1955,10,1,5,0,12,13,35,25,,,
Lucas Paquetá,br BRA,"MF,FW",West Ham,27,ENG-Premier League,1511,4,1,7,1,22,7,36,11,,,
Nathan Patterson,sct SCO,DF,Everton,23,ENG-Premier League,241,0,0,0,0,4,2,6,1,,,
Myles Peart-Harris,eng ENG,MF,Brentford,22,ENG-Premier League,1,0,0,0,0,0,0,0,0,,,
Lucas Perri,br BRA,GK,Leeds United,27,ENG-Premier League,1440,0,0,2,0,0,0,0,0,38,29,3
Đorđe Petrović,rs SRB,GK,Bournemouth,25,ENG-Premier League,3420,0,0,3,0,0,0,0,0,109,54,11
Jordan Pickford,eng ENG,GK,Everton,31,ENG-Premier League,3420,0,0,4,0,1,0,0,0,99,50,11
Ethan Pinnock,jm JAM,DF,Brentford,32,ENG-Premier League,318,0,0,1,0,5,5,0,1,,,
Yéremy Pino,es ESP,"MF,FW",Crystal Palace,22,ENG-Premier League,2080,2,2,4,0,20,8,79,11,,,
Joël Piroe,sr SUR,FW,Leeds United,25,ENG-Premier League,258,0,0,0,0,1,1,4,3,,,
Nick Pope,eng ENG,GK,Newcastle,33,ENG-Premier League,2416,0,0,2,0,1,0,0,1,89,38,7
Pedro Porro,es ESP,DF,Tottenham,25,ENG-Premier League,2796,1,2,10,0,50,31,232,8,,,
Freddie Potts,eng ENG,MF,West Ham,21,ENG-Premier League,1171,0,1,1,0,18,16,34,1,,,
Aaron Ramsdale,eng ENG,GK,Newcastle,27,ENG-Premier League,1004,0,0,2,0,0,0,0,0,24,17,1
Jacob Ramsey,eng ENG,MF,Newcastle,24,ENG-Premier League,1450,2,3,5,1,21,9,8,4,,,
David Raya,es ESP,GK,Arsenal,29,ENG-Premier League,3330,0,0,1,0,1,1,1,0,59,26,19
Rayan,br BRA,MF,Bournemouth,18,ENG-Premier League,1111,5,2,1,0,6,8,24,8,,,
Harrison Reed,eng ENG,MF,Fulham,30,ENG-Premier League,94,1,0,0,0,0,0,4,1,,,
Tijjani Reijnders,nl NED,MF,Manchester City,27,ENG-Premier League,1631,5,2,2,0,4,11,43,16,,,
Chadi Riad,ma MAR,DF,Crystal Palace,22,ENG-Premier League,552,0,1,2,0,5,4,6,2,,,
Declan Rice,eng ENG,MF,Arsenal,26,ENG-Premier League,3094,4,5,3,0,33,33,177,13,,,
Chris Richards,us USA,DF,Crystal Palace,25,ENG-Premier League,2827,1,0,4,0,35,43,14,2,,,
Richarlison,br BRA,"FW,MF",Tottenham,28,ENG-Premier League,1964,11,4,5,0,16,7,18,26,,,
Chris Rigg,eng ENG,MF,Sunderland,18,ENG-Premier League,761,1,1,1,0,8,4,11,3,,,
Patrick Roberts,eng ENG,"FW,MF",Sunderland,28,ENG-Premier League,28,0,0,0,0,0,0,0,0,,,
Andy Robertson,sct SCO,DF,Liverpool,31,ENG-Premier League,1176,1,0,0,0,10,7,53,3,,,
Antonee Robinson,us USA,"DF,MF",Fulham,27,ENG-Premier League,1492,1,0,5,0,31,28,77,1,,,
Kaden Rodney,eng ENG,"DF,MF",Crystal Palace,20,ENG-Premier League,4,0,0,0,0,0,0,0,0,,,
Joe Rodon,wls WAL,DF,Leeds United,27,ENG-Premier League,2951,2,0,3,0,19,30,6,7,,,
Rodri,es ESP,MF,Manchester City,29,ENG-Premier League,1511,1,0,3,0,25,12,5,3,,,
Guido Rodríguez,ar ARG,MF,West Ham,31,ENG-Premier League,180,0,0,1,0,0,2,2,0,,,
Robin Roefs,nl NED,GK,Sunderland,22,ENG-Premier League,3150,0,0,4,0,0,0,0,0,108,46,10
Morgan Rogers,eng ENG,MF,Aston Villa,23,ENG-Premier League,3280,10,6,7,0,23,13,51,32,,,
Merlin Röhl,de GER,MF,Everton,23,ENG-Premier League,682,1,0,0,0,13,4,5,1,,,
Cristian Romero,ar ARG,DF,Tottenham,27,ENG-Premier League,1868,4,1,11,2,30,31,1,6,,,
James Rowswell,eng ENG,DF,Tottenham,19,ENG-Premier League,1,0,0,0,0,0,0,0,0,,,
Georginio Rutter,fr FRA,"MF,FW",Brighton,23,ENG-Premier League,1786,3,3,2,0,19,11,20,14,,,
José Sá,pt POR,GK,Wolves,32,ENG-Premier League,2070,0,0,2,0,0,0,0,0,65,37,4
Noah Sadiki,cd COD,MF,Sunderland,20,ENG-Premier League,2889,0,1,9,0,26,33,21,5,,,
Bukayo Saka,eng ENG,"FW,MF",Arsenal,23,ENG-Premier League,2222,7,5,2,0,19,16,122,27,,,
Mohamed Salah,eg EGY,MF,Liverpool,33,ENG-Premier League,2146,7,7,1,0,12,3,117,19,,,
William Saliba,fr FRA,DF,Arsenal,24,ENG-Premier League,2614,1,0,2,0,23,15,9,1,,,
Robert Sánchez,es ESP,GK,Chelsea,27,ENG-Premier League,3039,0,1,3,1,0,1,0,0,97,49,9
Jadon Sancho,eng ENG,MF,Aston Villa,25,ENG-Premier League,876,0,2,0,0,2,2,23,3,,,
Ibrahim Sangaré,ci CIV,MF,Nottingham,27,ENG-Premier League,2075,2,2,5,0,32,22,8,5,,,
Andrey Santos,br BRA,MF,Chelsea,21,ENG-Premier League,1260,1,0,4,0,21,18,2,2,,,
Ismaila Sarr,sn SEN,MF,Crystal Palace,27,ENG-Premier League,2174,9,1,2,0,9,7,24,21,,,
Mamadou Sarr,sn SEN,DF,Chelsea,19,ENG-Premier League,102,0,0,0,0,0,1,0,0,,,
Sávio,br BRA,MF,Manchester City,21,ENG-Premier League,833,1,1,2,0,5,5,40,11,,,
Nicolò Savona,it ITA,DF,Nottingham,22,ENG-Premier League,1028,2,0,2,0,12,5,27,3,,,
Oliver Scarles,eng ENG,"DF,MF",West Ham,19,ENG-Premier League,659,0,0,2,0,19,13,35,0,,,
Dane Scarlett,eng ENG,FW,Tottenham,21,ENG-Premier League,9,0,0,0,0,0,0,0,0,,,
Kevin Schade,de GER,"MF,FW",Brentford,23,ENG-Premier League,2745,8,3,6,1,27,19,23,24,,,
Fabian Schär,ch SUI,DF,Newcastle,33,ENG-Premier League,1091,0,0,1,0,9,16,4,4,,,
Alex Scott,eng ENG,MF,Bournemouth,21,ENG-Premier League,2849,3,1,5,0,38,35,88,13,,,
Jenson Seelt,nl NED,DF,Sunderland,22,ENG-Premier League,134,0,0,0,0,0,0,1,0,,,
Matz Sels,be BEL,GK,Nottingham,33,ENG-Premier League,2668,0,0,2,0,1,0,0,0,93,39,7
Antoine Semenyo,gh GHA,"MF,FW",Manchester City,25,ENG-Premier League,1397,7,1,1,0,11,6,21,14,,,
Antoine Semenyo,gh GHA,MF,Bournemouth,25,ENG-Premier League,1798,10,3,6,0,20,6,28,27,,,
Marcos Senesi,ar ARG,DF,Bournemouth,28,ENG-Premier League,3288,0,5,8,0,34,50,28,5,,,
Benjamin Šeško,si SVN,FW,Manchester Utd,22,ENG-Premier League,1643,11,1,2,0,3,3,2,34,,,
Ryan Sessegnon,eng ENG,"DF,MF",Fulham,25,ENG-Premier League,1823,3,1,0,0,29,23,55,4,,,
Luke Shaw,eng ENG,DF,Manchester Utd,30,ENG-Premier League,3219,1,1,9,0,45,43,54,3,,,
Bernardo Silva,pt POR,MF,Manchester City,30,ENG-Premier League,2872,2,4,10,0,28,21,72,7,,,
Jota Silva,pt POR,FW,Nottingham,25,ENG-Premier League,12,0,0,0,0,1,0,1,0,,,
Xavi Simons,nl NED,"MF,FW",Tottenham,22,ENG-Premier League,1755,2,5,5,1,20,15,51,10,,,
Adam Smith,eng ENG,DF,Bournemouth,34,ENG-Premier League,1077,0,2,3,0,12,10,13,0,,,
Emile Smith Rowe,eng ENG,MF,Fulham,25,ENG-Premier League,1923,3,0,1,0,22,22,13,11,,,
Dominic Solanke,eng ENG,FW,Tottenham,27,ENG-Premier League,1001,3,0,1,0,16,3,2,11,,,
Julio Soler,ar ARG,DF,Bournemouth,20,ENG-Premier League,35,0,0,0,0,0,0,2,0,,,
Oliver Sonne,pe PER,DF,Burnley,24,ENG-Premier League,169,1,0,0,0,1,1,5,1,,,
Borna Sosa,hr CRO,"DF,MF",Crystal Palace,27,ENG-Premier League,101,0,0,1,0,0,2,6,0,,,
Tomáš Souček,cz CZE,MF,West Ham,30,ENG-Premier League,2200,5,0,3,1,23,16,14,14,,,
Souza,br BRA,MF,Tottenham,19,ENG-Premier League,144,0,0,1,0,0,2,3,1,,,
Djed Spence,eng ENG,"DF,MF",Tottenham,24,ENG-Premier League,2056,0,0,4,0,25,15,49,8,,,
Anton Stach,de GER,MF,Leeds United,26,ENG-Premier League,2370,5,3,3,0,35,19,155,14,,,
John Stones,eng ENG,DF,Manchester City,31,ENG-Premier League,439,0,0,0,0,1,3,4,0,,,
Jørgen Strand Larsen,no NOR,FW,Wolves,25,ENG-Premier League,1404,1,1,2,0,2,3,3,7,,,
Jørgen Strand Larsen,no NOR,FW,Crystal Palace,25,ENG-Premier League,903,3,0,2,0,0,1,0,7,,,
Pascal Struijk,nl NED,DF,Leeds United,25,ENG-Premier League,2936,0,1,5,0,22,32,2,5,,,
Crysencio Summerville,nl NED,"MF,FW",West Ham,23,ENG-Premier League,2470,5,2,6,0,26,15,59,15,,,
Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,24,ENG-Premier League,3231,6,7,8,1,32,29,206,23,,,
Jocelin Ta Bi,ci CIV,MF,Sunderland,20,ENG-Premier League,38,0,0,0,0,0,0,5,0,,,
Chemsdine Talbi,ma MAR,"MF,FW",Sunderland,20,ENG-Premier League,1561,4,1,0,0,6,3,50,10,,,
Ao Tanaka,jp JPN,MF,Leeds United,26,ENG-Premier League,1315,2,0,1,0,15,21,39,5,,,
James Tarkowski,eng ENG,DF,Everton,32,ENG-Premier League,3330,2,3,8,0,30,29,7,10,,,
