Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani
Godson Kyeremeh,FRA,FW,25.0,Le Havre,FRA-Ligue 1,381,4.23,1,1,0.24,0.24,2,15,6,0,0,0,0.0,0.0,0.0,85,40
Goduine Koyalipou,CTA,FW,25.0,Angers,ESP-La Liga,915,10.17,3,1,0.29,0.1,13,4,5,2,1,0,0.0,0.0,0.0,95,40
Gonzalo García,ESP,FW,21.0,Real Madrid,ESP-La Liga,964,10.71,6,1,0.56,0.09,11,3,7,2,2,0,0.0,0.0,0.0,95,100
Gonzalo Villar,ESP,MF,27.0,Elche,ESP-La Liga,718,7.98,1,0,0.13,0.0,1,11,9,2,3,0,0.0,0.0,0.0,95,40
Gonçalo Guedes,POR,MF,28.0,Real Sociedad,ESP-La Liga,1823,20.26,8,4,0.39,0.2,18,70,16,4,3,0,0.0,0.0,0.0,95,75
Gonçalo Ramos,POR,FW,24.0,PSG,FRA-Ligue 1,1318,14.64,6,1,0.41,0.07,25,1,14,5,4,1,0.0,0.0,0.0,85,100
Gorka Carrera,ESP,FW,20.0,Real Sociedad,ESP-La Liga,62,0.69,0,0,0.0,0.0,1,0,0,1,1,0,0.0,0.0,0.0,95,75
Gorka Guruzeta,ESP,FW,28.0,Athletic Club,ESP-La Liga,2363,26.26,10,3,0.38,0.11,32,7,6,11,6,1,0.0,0.0,0.0,95,75
Grady Diangana,COD,"MF,FW",27.0,Elche,ESP-La Liga,926,10.29,1,0,0.1,0.0,2,12,6,4,3,0,0.0,0.0,0.0,95,40
Granit Xhaka,SUI,MF,32.0,Sunderland,ENG-Premier League,2904,32.27,1,6,0.03,0.19,5,99,33,29,8,0,0.0,0.0,0.0,100,40
Grant Ranos,ARM,FW,22.0,Gladbach,GER-Bundesliga,119,1.32,1,0,0.76,0.0,2,5,1,1,1,0,0.0,0.0,0.0,90,40
Gregor Kobel,SUI,GK,27.0,Dortmund,GER-Bundesliga,3060,34.0,0,0,0.0,0.0,0,0,0,0,3,0,88.0,15.0,34.0,90,95
Grigoris Kastanos,CYP,MF,27.0,Hellas Verona,ITA-Serie A,44,0.49,0,0,0.0,0.0,0,2,3,3,0,0,0.0,0.0,0.0,90,40
Grischa Prömel,GER,MF,30.0,Hoffenheim,GER-Bundesliga,1758,19.53,7,2,0.36,0.1,14,11,16,15,5,0,0.0,0.0,0.0,90,40
Grégoire Coudert,FRA,GK,26.0,Brest,FRA-Ligue 1,2192,24.36,0,0,0.0,0.0,0,0,0,0,2,0,76.0,6.0,40.0,85,40
Guglielmo Vicario,ITA,GK,28.0,Tottenham,ENG-Premier League,2790,31.0,0,0,0.0,0.0,0,0,1,0,1,0,83.0,7.0,50.0,100,80
Guido Rodríguez,ARG,MF,31.0,Valencia,ENG-Premier League,1489,16.54,4,0,0.24,0.0,5,5,27,12,5,0,0.0,0.0,0.0,100,40
Guilherme Luiz,BRA,FW,20.0,Göztepe,TUR-Super Lig,202,2.24,0,0,0.0,0.0,1,1,0,2,1,0,0.0,0.0,0.0,90,40
Guilherme Ramos,POR,DF,27.0,Hamburger SV,GER-Bundesliga,48,0.53,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,90,40
Guilherme Sityá,POR,"DF,MF",35.0,Konyaspor,TUR-Super Lig,1858,20.64,0,1,0.0,0.05,1,104,21,24,3,0,0.0,0.0,0.0,90,40
Guillaume Restes,FRA,GK,20.0,Toulouse,FRA-Ligue 1,2939,32.66,0,0,0.0,0.0,0,0,0,1,3,0,84.0,9.0,45.0,85,40
Guillermo Maripán,CHI,DF,31.0,Torino,ITA-Serie A,2145,23.83,2,0,0.08,0.0,8,3,28,27,4,0,0.0,0.0,0.0,90,40
Gustav Isaksen,DEN,FW,24.0,Lazio,ITA-Serie A,1593,17.7,5,1,0.28,0.06,19,32,8,7,0,0,0.0,0.0,0.0,90,75
Guéla Doué,CIV,"DF,MF",22.0,Strasbourg,FRA-Ligue 1,2061,22.9,2,6,0.09,0.26,5,52,38,27,3,0,0.0,0.0,0.0,85,40
Gvidas Gineitis,LTU,MF,21.0,Torino,ITA-Serie A,1756,19.51,0,1,0.0,0.05,5,64,28,23,5,0,0.0,0.0,0.0,90,40
Gökdeniz Gürpüz,TUR,MF,19.0,Galatasaray,TUR-Super Lig,1,0.01,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,90,100
Gökhan Akkan,TUR,GK,30.0,Gençlerbirliği,TUR-Super Lig,360,4.0,0,0,0.0,0.0,0,0,0,0,1,0,7.0,0.0,8.0,90,40
Gökhan Değirmenci,TUR,GK,36.0,Kocaelispor,TUR-Super Lig,855,9.5,0,0,0.0,0.0,0,0,0,1,1,0,21.0,3.0,14.0,90,40
Gökhan Sazdağı,TUR,DF,30.0,Beşiktaş,TUR-Super Lig,1575,17.5,0,0,0.0,0.0,1,51,28,22,5,0,0.0,0.0,0.0,90,100
Göktan Gürpüz,GER,MF,22.0,Gençlerbirliği,TUR-Super Lig,1920,21.33,0,5,0.0,0.23,3,103,18,13,2,0,0.0,0.0,0.0,90,40
Görkem Sağlam,GER,MF,27.0,Kayserispor,TUR-Super Lig,292,3.24,0,0,0.0,0.0,1,5,3,0,2,0,0.0,0.0,0.0,90,40
Günay Güvenç,TUR,GK,34.0,Galatasaray,TUR-Super Lig,737,8.19,0,0,0.0,0.0,0,0,1,0,2,1,14.0,4.0,7.0,90,100
Güray Vural,TUR,"MF,FW",37.0,Antalyaspor,TUR-Super Lig,275,3.06,2,0,0.65,0.0,5,13,2,0,1,0,0.0,0.0,0.0,90,40
Güven Yalçın,TUR,"FW,MF",26.0,Alanyaspor,TUR-Super Lig,999,11.1,8,0,0.72,0.0,13,8,0,5,2,0,0.0,0.0,0.0,90,40
Habib Diallo,SEN,FW,30.0,Metz,FRA-Ligue 1,1909,21.21,4,1,0.19,0.05,12,4,5,2,0,0,0.0,0.0,0.0,85,40
Habib Diarra,SEN,MF,21.0,Sunderland,ENG-Premier League,1405,15.61,2,2,0.13,0.13,8,32,7,4,6,0,0.0,0.0,0.0,100,40
Habib Keita,MLI,MF,23.0,Kocaelispor,TUR-Super Lig,2042,22.69,1,2,0.04,0.09,3,12,22,16,4,0,0.0,0.0,0.0,90,40
Haissem Hassan,EGY,"MF,FW",23.0,Oviedo,ESP-La Liga,1942,21.58,0,3,0.0,0.14,8,113,26,6,1,0,0.0,0.0,0.0,95,40
Hakan Çalhanoğlu,TUR,MF,31.0,Inter,ITA-Serie A,1639,18.21,9,4,0.49,0.22,17,86,17,19,7,0,0.0,0.0,0.0,90,95
Halil Akbunar,TUR,"MF,FW",31.0,Eyüpspor,TUR-Super Lig,507,5.63,2,0,0.36,0.0,3,9,9,2,1,0,0.0,0.0,0.0,90,40
Halil Dervişoğlu,TUR,FW,25.0,Rizespor,TUR-Super Lig,859,9.54,1,0,0.1,0.0,2,0,5,4,4,0,0.0,0.0,0.0,90,40
Hamari Traoré,MLI,DF,33.0,Paris FC,FRA-Ligue 1,1150,12.78,0,1,0.0,0.08,0,27,22,18,4,0,0.0,0.0,0.0,85,40
Hamed Junior Traorè,CIV,MF,25.0,Marseille,ENG-Premier League,636,7.07,2,2,0.28,0.28,6,34,7,5,1,0,0.0,0.0,0.0,100,70
Hamidou Makalou,MLI,MF,19.0,Brest,FRA-Ligue 1,341,3.79,0,0,0.0,0.0,1,14,5,5,0,0,0.0,0.0,0.0,85,40
Hamza Güreler,TUR,DF,19.0,Başakşehir,TUR-Super Lig,152,1.69,0,0,0.0,0.0,0,0,1,3,0,0,0.0,0.0,0.0,90,75
Hamza Igamane,MAR,FW,22.0,Lille,FRA-Ligue 1,432,4.8,5,1,1.04,0.21,9,5,4,2,2,0,0.0,0.0,0.0,85,70
Hamza Koutoune,MAR,DF,18.0,Nice,FRA-Ligue 1,1,0.01,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,85,40
Han-Noah Massengo,FRA,MF,24.0,Augsburg,GER-Bundesliga,2427,26.97,2,1,0.07,0.04,6,17,18,36,5,0,0.0,0.0,0.0,90,40
Hannes Behrens,GER,"DF,MF",20.0,Heidenheim,GER-Bundesliga,1318,14.64,1,2,0.07,0.14,4,59,18,18,0,0,0.0,0.0,0.0,90,40
Hannibal Mejbri,TUN,MF,22.0,Burnley,ENG-Premier League,1229,13.66,1,4,0.07,0.29,5,30,17,7,10,0,0.0,0.0,0.0,100,40
Hans Hateboer,NED,"DF,MF",31.0,Lyon,FRA-Ligue 1,762,8.47,0,0,0.0,0.0,1,22,10,10,0,1,0.0,0.0,0.0,85,70
Hans Nicolussi Caviglia,ITA,MF,25.0,Parma,ITA-Serie A,1454,16.16,0,4,0.0,0.25,3,53,15,6,4,0,0.0,0.0,0.0,90,40
Haris Belkebla,ALG,MF,31.0,Angers,FRA-Ligue 1,2875,31.94,0,0,0.0,0.0,0,5,44,30,7,0,0.0,0.0,0.0,85,40
Haris Hajradinović,BIH,MF,31.0,Kasımpaşa,TUR-Super Lig,552,6.13,2,0,0.33,0.0,6,45,10,3,2,0,0.0,0.0,0.0,90,40
Haris Tabaković,BIH,FW,31.0,Gladbach,GER-Bundesliga,2382,26.47,13,3,0.49,0.11,27,2,6,0,5,0,0.0,0.0,0.0,90,40
Harouna Djibrin,CMR,MF,18.0,Angers,FRA-Ligue 1,336,3.73,2,1,0.54,0.27,3,8,4,5,2,0,0.0,0.0,0.0,85,40
Harrison Armstrong,ENG,MF,18.0,Everton,ENG-Premier League,529,5.88,0,0,0.0,0.0,2,3,10,4,0,0,0.0,0.0,0.0,100,40
Harrison Reed,ENG,MF,30.0,Fulham,ENG-Premier League,94,1.04,1,0,0.96,0.0,1,4,0,0,0,0,0.0,0.0,0.0,100,40
Harry Howell,ENG,MF,17.0,Brighton,ENG-Premier League,94,1.04,0,0,0.0,0.0,0,4,0,0,0,0,0.0,0.0,0.0,100,75
Harry Kane,ENG,"FW,MF",32.0,Bayern Munich,GER-Bundesliga,2377,26.41,36,5,1.36,0.19,67,12,13,8,1,0,0.0,0.0,0.0,90,100
Harry Maguire,ENG,DF,32.0,Manchester Utd,ENG-Premier League,1653,18.37,1,2,0.05,0.11,4,4,17,12,3,1,0.0,0.0,0.0,100,85
Harry Wilson,WAL,MF,28.0,Fulham,ENG-Premier League,2673,29.7,10,7,0.34,0.24,25,115,19,16,7,0,0.0,0.0,0.0,100,40
Harvey Barnes,ENG,"FW,MF",27.0,Newcastle,ENG-Premier League,1966,21.84,7,1,0.32,0.05,21,74,5,3,1,0,0.0,0.0,0.0,100,75
Harvey Elliott,ENG,MF,22.0,Aston Villa,ENG-Premier League,113,1.26,0,0,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,100,80
Hasan İlçin,TUR,MF,16.0,Antalyaspor,TUR-Super Lig,169,1.88,0,0,0.0,0.0,0,0,3,2,0,0,0.0,0.0,0.0,90,40
Hassane Kamara,CIV,"MF,DF",31.0,Udinese,ITA-Serie A,1861,20.68,0,2,0.0,0.1,5,81,20,25,5,0,0.0,0.0,0.0,90,40
Hauke Wahl,GER,DF,31.0,St Pauli,GER-Bundesliga,2592,28.8,2,1,0.07,0.03,4,12,32,31,1,0,0.0,0.0,0.0,90,40
Haydar Karataş,TUR,MF,18.0,Fenerbahçe,TUR-Super Lig,2,0.02,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,100
Henrick Do Marcolino,FRA,FW,19.0,Rennes,FRA-Ligue 1,3,0.03,0,0,0.0,0.0,0,0,1,2,0,0,0.0,0.0,0.0,85,40
Henrik Meister,DEN,FW,21.0,Pisa,ITA-Serie A,1515,16.83,2,0,0.12,0.0,8,1,3,1,2,0,0.0,0.0,0.0,90,40
Henrikh Mkhitaryan,ARM,MF,36.0,Inter,ITA-Serie A,1560,17.33,4,1,0.23,0.06,14,42,27,15,5,0,0.0,0.0,0.0,90,95
Henry Onyekuru,NGA,MF,28.0,Gençlerbirliği,TUR-Super Lig,311,3.46,0,0,0.0,0.0,2,1,2,4,1,0,0.0,0.0,0.0,90,40
Heorhii Tsitaishvili,GEO,"MF,DF",24.0,Metz,FRA-Ligue 1,2449,27.21,3,2,0.11,0.07,8,160,12,14,3,0,0.0,0.0,0.0,85,40
Hernani,BRA,MF,31.0,Parma,ITA-Serie A,73,0.81,0,0,0.0,0.0,0,2,0,1,0,0,0.0,0.0,0.0,90,40
Hervé Koffi,BFA,GK,28.0,Angers,FRA-Ligue 1,2658,29.53,0,0,0.0,0.0,0,0,2,0,1,0,120.0,10.0,36.0,85,40
Hicham Boudaoui,ALG,MF,25.0,Nice,FRA-Ligue 1,1694,18.82,1,2,0.05,0.11,9,19,16,18,5,0,0.0,0.0,0.0,85,40
Hilan Hamzaoui,FRA,DF,19.0,Marseille,FRA-Ligue 1,3,0.03,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,70
Himad Abdelli,ALG,MF,25.0,Angers,FRA-Ligue 1,1081,12.01,2,0,0.17,0.0,6,10,18,15,2,0,0.0,0.0,0.0,85,40
Hiroki Ito,JPN,DF,26.0,Bayern Munich,GER-Bundesliga,920,10.22,1,2,0.1,0.2,3,7,3,13,0,0,0.0,0.0,0.0,90,100
Hjalmar Ekdal,SWE,DF,26.0,Burnley,ENG-Premier League,1539,17.1,0,0,0.0,0.0,1,1,17,12,0,0,0.0,0.0,0.0,100,40
Honest Ahanor,ITA,DF,17.0,Atalanta,ITA-Serie A,1377,15.3,0,0,0.0,0.0,4,2,20,24,2,1,0.0,0.0,0.0,90,75
Hong Hyunseok,KOR,MF,26.0,Nantes,FRA-Ligue 1,284,3.16,0,0,0.0,0.0,2,14,7,2,0,0,0.0,0.0,0.0,85,40
Horaţiu Moldovan,ROU,GK,27.0,Oviedo,ESP-La Liga,180,2.0,0,0,0.0,0.0,0,0,0,0,0,0,4.0,0.0,4.0,95,40
Hrvoje Smolčić,CRO,DF,24.0,Kocaelispor,TUR-Super Lig,2226,24.73,1,1,0.04,0.04,5,24,22,36,2,0,0.0,0.0,0.0,90,40
Hugo Bolin,SWE,"MF,FW",22.0,Gladbach,GER-Bundesliga,550,6.11,1,1,0.16,0.16,4,17,2,1,0,0,0.0,0.0,0.0,90,40
Hugo Bueno,ESP,"MF,DF",22.0,Wolves,ENG-Premier League,2366,26.29,1,2,0.04,0.08,6,166,35,33,3,0,0.0,0.0,0.0,100,40
Hugo Duro,ESP,FW,25.0,Valencia,ESP-La Liga,1979,21.99,10,0,0.45,0.0,14,1,9,3,4,0,0.0,0.0,0.0,95,40
Hugo Ekitike,FRA,FW,23.0,Liverpool,ENG-Premier League,1803,20.03,11,4,0.55,0.2,19,7,7,4,0,0,0.0,0.0,0.0,100,95
Hugo García,ESP,MF,18.0,Celta Vigo,ESP-La Liga,8,0.09,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,40
Hugo González,ESP,FW,22.0,Celta Vigo,ESP-La Liga,8,0.09,0,0,0.0,0.0,0,1,1,0,0,0,0.0,0.0,0.0,95,40
Hugo Larsson,SWE,MF,21.0,Frankfurt,GER-Bundesliga,1812,20.13,2,2,0.1,0.1,6,9,9,27,0,0,0.0,0.0,0.0,90,75
Hugo López,ESP,MF,18.0,Villarreal,ESP-La Liga,56,0.62,0,0,0.0,0.0,0,2,1,1,0,0,0.0,0.0,0.0,95,75
Hugo Magnetti,FRA,MF,27.0,Brest,FRA-Ligue 1,2688,29.87,1,1,0.03,0.03,5,26,45,44,4,1,0.0,0.0,0.0,85,40
Hugo Rincón,ESP,DF,22.0,Girona,ESP-La Liga,1750,19.44,1,1,0.05,0.05,2,35,33,5,4,0,0.0,0.0,0.0,95,75
Hugo Solozabal,ESP,MF,22.0,Getafe,ESP-La Liga,11,0.12,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,40
Hugo Sotelo,ESP,MF,21.0,Celta Vigo,ESP-La Liga,1338,14.87,0,2,0.0,0.13,1,44,16,13,3,0,0.0,0.0,0.0,95,40
Hugo Álvarez,ESP,"FW,MF",22.0,Celta Vigo,ESP-La Liga,1340,14.89,4,2,0.27,0.13,8,23,9,10,2,0,0.0,0.0,0.0,95,40
Hwang Hee-chan,KOR,"FW,MF",29.0,Wolves,ENG-Premier League,1446,16.07,2,2,0.12,0.12,6,19,4,12,5,0,0.0,0.0,0.0,100,40
Hwang Ui-jo,KOR,"MF,FW",32.0,Alanyaspor,TUR-Super Lig,2452,27.24,4,6,0.15,0.22,16,22,8,6,2,0,0.0,0.0,0.0,90,40
Hákon Haraldsson,ISL,MF,22.0,Lille,FRA-Ligue 1,2460,27.33,8,2,0.29,0.07,17,75,15,12,6,0,0.0,0.0,0.0,85,70
Hákon Valdimarsson,ISL,GK,23.0,Brentford,ENG-Premier League,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,3.0,100,40
Héctor Bellerín,ESP,DF,30.0,Real Betis,ESP-La Liga,1822,20.24,2,3,0.1,0.15,5,29,16,14,2,0,0.0,0.0,0.0,95,40
Héctor Fort,ESP,"DF,MF",18.0,Elche,ESP-La Liga,482,5.36,2,2,0.37,0.37,5,8,3,5,0,0,0.0,0.0,0.0,95,40
Héliton,BRA,DF,29.0,Göztepe,TUR-Super Lig,2870,31.89,0,1,0.0,0.03,8,0,16,30,10,1,0.0,0.0,0.0,90,40
Hüseyin Türkmen,TUR,DF,27.0,Antalyaspor,TUR-Super Lig,1430,15.89,0,0,0.0,0.0,1,5,11,32,0,0,0.0,0.0,0.0,90,40
Iago Aspas,ESP,"FW,MF",37.0,Celta Vigo,ESP-La Liga,1140,12.67,5,3,0.39,0.24,12,24,11,12,4,0,0.0,0.0,0.0,95,40
Ian Maatsen,NED,DF,23.0,Aston Villa,ENG-Premier League,1605,17.83,0,1,0.0,0.06,5,54,31,18,2,0,0.0,0.0,0.0,100,80
Ianis Hagi,ROU,"MF,FW",26.0,Alanyaspor,TUR-Super Lig,1402,15.58,3,2,0.19,0.13,11,97,14,5,4,0,0.0,0.0,0.0,90,40
Ibai Aguirre,ESP,MF,18.0,Real Sociedad,ESP-La Liga,6,0.07,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,75
Ibou Sané,SEN,"FW,MF",20.0,Metz,FRA-Ligue 1,541,6.01,1,1,0.17,0.17,3,14,3,1,2,0,0.0,0.0,0.0,85,40
Ibrahim Diabaté,CIV,FW,25.0,Alavés,ESP-La Liga,578,6.42,2,0,0.31,0.0,5,0,1,2,1,0,0.0,0.0,0.0,95,40
Ibrahim Kanté,FRA,MF,18.0,Brest,FRA-Ligue 1,9,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,40
Ibrahim Maza,ALG,MF,19.0,Leverkusen,GER-Bundesliga,1849,20.54,3,4,0.15,0.19,17,64,24,16,2,0,0.0,0.0,0.0,90,85
Ibrahim Mbaye,SEN,"FW,MF",17.0,PSG,FRA-Ligue 1,1006,11.18,3,2,0.27,0.18,10,16,7,4,0,0,0.0,0.0,0.0,85,100
Ibrahim Olawoyin,NGA,MF,27.0,Rizespor,TUR-Super Lig,2024,22.49,1,1,0.04,0.04,5,21,25,17,3,0,0.0,0.0,0.0,90,40
Ibrahim Osman,GHA,"MF,FW",20.0,Auxerre,FRA-Ligue 1,625,6.94,0,2,0.0,0.29,6,10,7,6,0,0,0.0,0.0,0.0,85,40
Ibrahim Sabra,JOR,FW,19.0,Göztepe,TUR-Super Lig,91,1.01,1,0,0.99,0.0,3,2,0,0,1,0,0.0,0.0,0.0,90,40
Ibrahim Salah,MAR,MF,23.0,Rennes,FRA-Ligue 1,35,0.39,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,85,40
Ibrahim Sangaré,CIV,MF,27.0,Nottingham,ENG-Premier League,2075,23.06,2,2,0.09,0.09,5,8,32,22,5,0,0.0,0.0,0.0,100,40
Ibrahim Sulemana,GHA,MF,22.0,Cagliari,ITA-Serie A,905,10.06,1,0,0.1,0.0,2,2,13,6,3,0,0.0,0.0,0.0,90,40
Ibrahima Konaté,FRA,DF,26.0,Liverpool,ENG-Premier League,3090,34.33,1,0,0.03,0.0,4,3,31,28,7,0,0.0,0.0,0.0,100,95
Ibrahima Sissoko,MLI,"MF,DF",27.0,Nantes,FRA-Ligue 1,803,8.92,0,0,0.0,0.0,0,6,7,16,4,0,0.0,0.0,0.0,85,40
Idrissa Gueye,SEN,MF,35.0,Everton,ENG-Premier League,2093,23.26,2,3,0.09,0.13,7,19,21,29,1,1,0.0,0.0,0.0,100,40
Idrissa Guèye,SEN,FW,18.0,Udinese,ITA-Serie A,553,6.14,1,0,0.16,0.0,6,4,6,3,2,0,0.0,0.0,0.0,90,40
Idrissa Sabaly,FRA,MF,17.0,Strasbourg,FRA-Ligue 1,56,0.62,0,0,0.0,0.0,0,2,1,1,0,0,0.0,0.0,0.0,85,40
Idrissa Touré,GER,MF,27.0,Pisa,ITA-Serie A,2279,25.32,1,0,0.04,0.0,8,67,28,25,4,1,0.0,0.0,0.0,90,40
Ifechukwu Ogbus,SUI,DF,19.0,Freiburg,GER-Bundesliga,1177,13.08,0,0,0.0,0.0,2,3,16,13,1,0,0.0,0.0,0.0,90,40
Iglesias,ESP,DF,27.0,Getafe,ESP-La Liga,3185,35.39,1,2,0.03,0.06,5,108,72,28,4,0,0.0,0.0,0.0,95,40
Ignace Van Der Brempt,BEL,DF,23.0,Como,ITA-Serie A,931,10.34,0,1,0.0,0.1,0,11,14,8,2,0,0.0,0.0,0.0,90,40
Ignatius Ganago,CMR,FW,26.0,Nantes,FRA-Ligue 1,839,9.32,3,1,0.32,0.11,7,9,3,2,1,0,0.0,0.0,0.0,85,40
Igor,BRA,DF,27.0,West Ham,ENG-Premier League,105,1.17,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,100,40
Igor Carioca,BRA,DF,28.0,Lorient,FRA-Ligue 1,1213,13.48,1,0,0.07,0.0,1,21,19,13,1,0,0.0,0.0,0.0,85,40
Igor Jesus,BRA,FW,24.0,Nottingham,ENG-Premier League,2298,25.53,6,4,0.24,0.16,21,10,16,2,2,0,0.0,0.0,0.0,100,40
Igor Lichnovsky,CHI,DF,31.0,Karagümrük,TUR-Super Lig,1170,13.0,0,2,0.0,0.15,0,1,11,17,3,0,0.0,0.0,0.0,90,40
Igor Matanović,CRO,FW,22.0,Freiburg,GER-Bundesliga,1571,17.46,11,2,0.63,0.11,19,0,11,9,0,0,0.0,0.0,0.0,90,40
Igor Paixão,BRA,MF,25.0,Marseille,FRA-Ligue 1,1975,21.94,6,5,0.27,0.23,23,57,12,17,3,0,0.0,0.0,0.0,85,70
Igor Thiago,BRA,FW,24.0,Brentford,ENG-Premier League,3282,36.47,22,1,0.6,0.03,43,19,21,12,7,0,0.0,0.0,0.0,100,40
Igor Zubeldia,ESP,DF,28.0,Real Sociedad,ESP-La Liga,2082,23.13,0,1,0.0,0.04,1,0,21,23,9,0,0.0,0.0,0.0,95,75
Ihlas Bebou,TOG,"FW,MF",31.0,Hoffenheim,GER-Bundesliga,190,2.11,0,0,0.0,0.0,2,1,1,3,1,0,0.0,0.0,0.0,90,40
Iker Benito,ESP,MF,22.0,Osasuna,ESP-La Liga,159,1.77,1,0,0.56,0.0,1,5,0,2,1,0,0.0,0.0,0.0,95,40
Iker Bravo,ESP,FW,20.0,Udinese,ITA-Serie A,206,2.29,1,0,0.44,0.0,1,4,1,0,1,0,0.0,0.0,0.0,90,40
Iker Losada,ESP,MF,23.0,Levante,ESP-La Liga,902,10.02,3,1,0.3,0.1,4,22,12,10,1,0,0.0,0.0,0.0,95,40
Iker Luque,ESP,DF,20.0,Atlético Madrid,ESP-La Liga,28,0.31,1,0,3.23,0.0,2,0,0,0,0,0,0.0,0.0,0.0,95,92
Iker Muñoz,ESP,MF,22.0,Osasuna,ESP-La Liga,952,10.58,0,0,0.0,0.0,4,6,7,12,5,0,0.0,0.0,0.0,95,40
Ilaix Moriba,GUI,MF,22.0,Celta Vigo,ESP-La Liga,2495,27.72,2,3,0.07,0.11,5,2,42,24,8,0,0.0,0.0,0.0,95,40
Ilan Kebbal,ALG,"MF,FW",27.0,Paris FC,FRA-Ligue 1,2222,24.69,9,4,0.36,0.16,20,110,15,7,7,0,0.0,0.0,0.0,85,40
Ilane Touré,FRA,MF,18.0,Monaco,FRA-Ligue 1,35,0.39,0,0,0.0,0.0,0,4,0,0,0,0,0.0,0.0,0.0,85,70
Ilia Gruev,BUL,MF,25.0,Leeds United,ENG-Premier League,1323,14.7,0,3,0.0,0.2,1,16,13,14,3,0,0.0,0.0,0.0,100,40
Ilias Akhomach,MAR,"MF,FW",21.0,Rayo Vallecano,ESP-La Liga,897,9.97,0,1,0.0,0.1,8,31,14,2,2,0,0.0,0.0,0.0,95,40
Iliman Ndiaye,SEN,MF,25.0,Everton,ENG-Premier League,2778,30.87,6,3,0.19,0.1,22,55,40,17,2,0,0.0,0.0,0.0,100,40
Illia Zabarnyi,UKR,DF,22.0,PSG,FRA-Ligue 1,2387,26.52,1,0,0.04,0.0,3,0,20,20,6,0,0.0,0.0,0.0,85,100
Ilter Tashkin,AZE,MF,31.0,Eyüpspor,TUR-Super Lig,1071,11.9,0,0,0.0,0.0,3,1,19,12,6,0,0.0,0.0,0.0,90,40
Ilyas Ansah,GER,"MF,FW",20.0,Union Berlin,GER-Bundesliga,1892,21.02,5,1,0.24,0.05,12,19,9,4,1,0,0.0,0.0,0.0,90,40
Ilyas Azizi,FRA,FW,17.0,Toulouse,FRA-Ligue 1,29,0.32,0,0,0.0,0.0,0,2,1,0,0,0,0.0,0.0,0.0,85,40
Ilyas Chaira,MAR,"MF,FW",24.0,Oviedo,ESP-La Liga,2447,27.19,6,2,0.22,0.07,35,74,34,4,2,1,0.0,0.0,0.0,95,40
Immanuel Pherai,SUR,"FW,MF",24.0,Hamburger SV,GER-Bundesliga,35,0.39,0,0,0.0,0.0,0,4,1,0,2,1,0.0,0.0,0.0,90,40
Indrit Tuci,ALB,"FW,MF",24.0,Kayserispor,TUR-Super Lig,790,8.78,3,0,0.34,0.0,14,2,6,4,1,0,0.0,0.0,0.0,90,40
Ioan Vermeșan,ROU,FW,18.0,Hellas Verona,ITA-Serie A,80,0.89,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,90,40
Ionuț Radu,ROU,GK,28.0,Celta Vigo,ESP-La Liga,3420,38.0,0,0,0.0,0.0,0,0,0,1,2,0,111.0,10.0,48.0,95,40
Isaac,BRA,FW,21.0,Hellas Verona,ITA-Serie A,40,0.44,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,40
Isaac Palazón Camacho,ESP,"MF,FW",30.0,Rayo Vallecano,ESP-La Liga,2248,24.98,3,3,0.12,0.12,15,105,12,3,10,1,0.0,0.0,0.0,95,40
Isaac Romero,ESP,"FW,MF",25.0,Sevilla,ESP-La Liga,1484,16.49,4,0,0.24,0.0,14,10,10,5,6,1,0.0,0.0,0.0,95,40
Isaac Schmidt,SUI,"MF,DF",25.0,Werder Bremen,GER-Bundesliga,682,7.58,1,0,0.13,0.0,2,8,10,11,2,0,0.0,0.0,0.0,90,40
Isak Hansen-Aarøen,NOR,MF,20.0,Werder Bremen,GER-Bundesliga,2,0.02,0,0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0.0,90,40
Isak Hien,SWE,DF,26.0,Atalanta,ITA-Serie A,1970,21.89,1,0,0.05,0.0,3,0,34,29,5,0,0.0,0.0,0.0,90,75
